audio_path,sesion,segment_index,placa,electrodo,corriente,true_plate,true_electrode,true_current,pred_plate,pred_electrode,pred_current
audio/Placa_12mm/E6011/DC/240912-134633_Audio/240912-134633_6013-2.wav,240912-134633_Audio,15,Placa_12mm,E6011,DC,Placa_12mm,E6011,DC,Placa_12mm,E6011,DC
audio/Placa_12mm/E6011/DC/240912-134633_Audio/240912-134633_6013-2.wav,240912-134633_Audio,16,Placa_12mm,E6011,DC,Placa_12mm,E6011,DC,Placa_12mm,E6011,DC
audio/Placa_12mm/E6011/DC/240912-134633_Audio/240912-134633_6013-2.wav,240912-134633_Audio,17,Placa_12mm,E6011,DC,Placa_12mm,E6011,DC,Placa_12mm,E6011,DC
audio/Placa_12mm/E6011/DC/240912-134633_Audio/240912-134633_6013-2.wav,240912-134633_Audio,18,Placa_12mm,E6011,DC,Placa_12mm,E6011,DC,Placa_12mm,E6011,DC
audio/Placa_12mm/E6011/DC/240912-134633_Audio/240912-134633_6013-2.wav,240912-134633_Audio,19,Placa_12mm,E6011,DC,Placa_12mm,E6011,DC,Placa_12mm,E6011,DC
audio/Placa_12mm/E6011/DC/240912-134633_Audio/240912-134633_6013-2.wav,240912-134633_Audio,20,Placa_12mm,E6011,DC,Placa_12mm,E6011,DC,Placa_3mm,E7018,DC
audio/Placa_12mm/E6011/DC/240912-134633_Audio/240912-134633_6013-2.wav,240912-134633_Audio,21,Placa_12mm,E6011,DC,Placa_12mm,E6011,DC,Placa_6mm,E6011,DC
audio/Placa_12mm/E6013/AC/240923-143459_Audio/240923-143459_6013-2.wav,240923-143459_Audio,0,Placa_12mm,E6013,AC,Placa_12mm,E6013,AC,Placa_12mm,E6013,AC
audio/Placa_12mm/E6013/AC/240923-143459_Audio/240923-143459_6013-2.wav,240923-143459_Audio,1,Placa_12mm,E6013,AC,Placa_12mm,E6013,AC,Placa_12mm,E6013,AC
audio/Placa_12mm/E6013/AC/240923-143459_Audio/240923-143459_6013-2.wav,240923-143459_Audio,2,Placa_12mm,E6013,AC,Placa_12mm,E6013,AC,Placa_6mm,E6013,AC
audio/Placa_12mm/E6013/AC/240923-143459_Audio/240923-143459_6013-2.wav,240923-143459_Audio,3,Placa_12mm,E6013,AC,Placa_12mm,E6013,AC,Placa_12mm,E6013,AC
audio/Placa_12mm/E6013/AC/240923-143459_Audio/240923-143459_6013-2.wav,240923-143459_Audio,4,Placa_12mm,E6013,AC,Placa_12mm,E6013,AC,Placa_12mm,E6013,AC
audio/Placa_12mm/E6013/AC/240923-143459_Audio/240923-143459_6013-2.wav,240923-143459_Audio,5,Placa_12mm,E6013,AC,Placa_12mm,E6013,AC,Placa_12mm,E6013,AC
audio/Placa_12mm/E6013/AC/240923-143459_Audio/240923-143459_6013-2.wav,240923-143459_Audio,6,Placa_12mm,E6013,AC,Placa_12mm,E6013,AC,Placa_12mm,E6013,AC
audio/Placa_12mm/E6013/AC/240923-143459_Audio/240923-143459_6013-2.wav,240923-143459_Audio,7,Placa_12mm,E6013,AC,Placa_12mm,E6013,AC,Placa_6mm,E6013,AC
audio/Placa_12mm/E6013/AC/240923-143459_Audio/240923-143459_6013-2.wav,240923-143459_Audio,8,Placa_12mm,E6013,AC,Placa_12mm,E6013,AC,Placa_6mm,E6013,AC
audio/Placa_12mm/E6013/AC/240923-143459_Audio/240923-143459_6013-2.wav,240923-143459_Audio,9,Placa_12mm,E6013,AC,Placa_12mm,E6013,AC,Placa_6mm,E6013,AC
audio/Placa_12mm/E6013/AC/240923-143459_Audio/240923-143459_6013-2.wav,240923-143459_Audio,10,Placa_12mm,E6013,AC,Placa_12mm,E6013,AC,Placa_12mm,E6013,AC
audio/Placa_12mm/E6013/AC/240923-143459_Audio/240923-143459_6013-2.wav,240923-143459_Audio,11,Placa_12mm,E6013,AC,Placa_12mm,E6013,AC,Placa_6mm,E6013,AC
audio/Placa_12mm/E6013/AC/240923-143459_Audio/240923-143459_6013-2.wav,240923-143459_Audio,12,Placa_12mm,E6013,AC,Placa_12mm,E6013,AC,Placa_6mm,E6013,AC
audio/Placa_12mm/E6013/AC/240923-143459_Audio/240923-143459_6013-2.wav,240923-143459_Audio,13,Placa_12mm,E6013,AC,Placa_12mm,E6013,AC,Placa_6mm,E6013,AC
audio/Placa_12mm/E6013/AC/240923-143459_Audio/240923-143459_6013-2.wav,240923-143459_Audio,14,Placa_12mm,E6013,AC,Placa_12mm,E6013,AC,Placa_6mm,E6013,AC
audio/Placa_12mm/E6013/AC/240923-143459_Audio/240923-143459_6013-2.wav,240923-143459_Audio,15,Placa_12mm,E6013,AC,Placa_12mm,E6013,AC,Placa_6mm,E6013,AC
audio/Placa_12mm/E6013/AC/240923-143459_Audio/240923-143459_6013-2.wav,240923-143459_Audio,16,Placa_12mm,E6013,AC,Placa_12mm,E6013,AC,Placa_12mm,E6013,AC
audio/Placa_12mm/E6013/AC/240923-143459_Audio/240923-143459_6013-2.wav,240923-143459_Audio,17,Placa_12mm,E6013,AC,Placa_12mm,E6013,AC,Placa_6mm,E6013,AC
audio/Placa_12mm/E6013/AC/240923-143459_Audio/240923-143459_6013-2.wav,240923-143459_Audio,18,Placa_12mm,E6013,AC,Placa_12mm,E6013,AC,Placa_6mm,E6013,AC
audio/Placa_12mm/E6013/AC/240923-143459_Audio/240923-143459_6013-2.wav,240923-143459_Audio,19,Placa_12mm,E6013,AC,Placa_12mm,E6013,AC,Placa_6mm,E6013,AC
audio/Placa_12mm/E6013/AC/240923-143459_Audio/240923-143459_6013-2.wav,240923-143459_Audio,20,Placa_12mm,E6013,AC,Placa_12mm,E6013,AC,Placa_6mm,E6013,AC
audio/Placa_12mm/E6013/AC/240923-144534_Audio/240923-144534_6013-2.wav,240923-144534_Audio,0,Placa_12mm,E6013,AC,Placa_12mm,E6013,AC,Placa_12mm,E6013,AC
audio/Placa_12mm/E6013/AC/240923-144534_Audio/240923-144534_6013-2.wav,240923-144534_Audio,1,Placa_12mm,E6013,AC,Placa_12mm,E6013,AC,Placa_3mm,E7018,AC
audio/Placa_12mm/E6013/AC/240923-144534_Audio/240923-144534_6013-2.wav,240923-144534_Audio,2,Placa_12mm,E6013,AC,Placa_12mm,E6013,AC,Placa_3mm,E6013,AC
audio/Placa_12mm/E6013/AC/240923-144534_Audio/240923-144534_6013-2.wav,240923-144534_Audio,3,Placa_12mm,E6013,AC,Placa_12mm,E6013,AC,Placa_3mm,E6013,AC
audio/Placa_12mm/E6013/AC/240923-144534_Audio/240923-144534_6013-2.wav,240923-144534_Audio,4,Placa_12mm,E6013,AC,Placa_12mm,E6013,AC,Placa_12mm,E6013,AC
audio/Placa_12mm/E6013/AC/240923-144534_Audio/240923-144534_6013-2.wav,240923-144534_Audio,5,Placa_12mm,E6013,AC,Placa_12mm,E6013,AC,Placa_12mm,E6013,AC
audio/Placa_12mm/E6013/AC/240923-144534_Audio/240923-144534_6013-2.wav,240923-144534_Audio,6,Placa_12mm,E6013,AC,Placa_12mm,E6013,AC,Placa_12mm,E6013,AC
audio/Placa_12mm/E6013/AC/240923-144534_Audio/240923-144534_6013-2.wav,240923-144534_Audio,7,Placa_12mm,E6013,AC,Placa_12mm,E6013,AC,Placa_12mm,E7018,AC
audio/Placa_12mm/E6013/AC/240923-144534_Audio/240923-144534_6013-2.wav,240923-144534_Audio,8,Placa_12mm,E6013,AC,Placa_12mm,E6013,AC,Placa_6mm,E7018,DC
audio/Placa_12mm/E6013/AC/240923-144534_Audio/240923-144534_6013-2.wav,240923-144534_Audio,9,Placa_12mm,E6013,AC,Placa_12mm,E6013,AC,Placa_6mm,E6010,DC
audio/Placa_12mm/E6013/AC/240923-144534_Audio/240923-144534_6013-2.wav,240923-144534_Audio,10,Placa_12mm,E6013,AC,Placa_12mm,E6013,AC,Placa_6mm,E7018,AC
audio/Placa_12mm/E6013/AC/240923-144534_Audio/240923-144534_6013-2.wav,240923-144534_Audio,11,Placa_12mm,E6013,AC,Placa_12mm,E6013,AC,Placa_6mm,E6013,AC
audio/Placa_12mm/E6013/AC/240923-144534_Audio/240923-144534_6013-2.wav,240923-144534_Audio,12,Placa_12mm,E6013,AC,Placa_12mm,E6013,AC,Placa_6mm,E7018,DC
audio/Placa_12mm/E6013/AC/240923-144534_Audio/240923-144534_6013-2.wav,240923-144534_Audio,13,Placa_12mm,E6013,AC,Placa_12mm,E6013,AC,Placa_6mm,E7018,AC
audio/Placa_12mm/E6013/AC/240923-144534_Audio/240923-144534_6013-2.wav,240923-144534_Audio,14,Placa_12mm,E6013,AC,Placa_12mm,E6013,AC,Placa_6mm,E7018,DC
audio/Placa_12mm/E6013/AC/240923-144534_Audio/240923-144534_6013-2.wav,240923-144534_Audio,15,Placa_12mm,E6013,AC,Placa_12mm,E6013,AC,Placa_3mm,E6010,DC
audio/Placa_12mm/E6013/AC/240923-144534_Audio/240923-144534_6013-2.wav,240923-144534_Audio,16,Placa_12mm,E6013,AC,Placa_12mm,E6013,AC,Placa_12mm,E6010,DC
audio/Placa_12mm/E6013/AC/240923-144534_Audio/240923-144534_6013-2.wav,240923-144534_Audio,17,Placa_12mm,E6013,AC,Placa_12mm,E6013,AC,Placa_12mm,E6011,AC
audio/Placa_12mm/E6013/AC/240923-144534_Audio/240923-144534_6013-2.wav,240923-144534_Audio,18,Placa_12mm,E6013,AC,Placa_12mm,E6013,AC,Placa_6mm,E6013,AC
audio/Placa_12mm/E6013/AC/240923-144534_Audio/240923-144534_6013-2.wav,240923-144534_Audio,19,Placa_12mm,E6013,AC,Placa_12mm,E6013,AC,Placa_12mm,E6013,AC
audio/Placa_12mm/E6013/AC/240923-144534_Audio/240923-144534_6013-2.wav,240923-144534_Audio,20,Placa_12mm,E6013,AC,Placa_12mm,E6013,AC,Placa_12mm,E6013,AC
audio/Placa_12mm/E6013/AC/240923-144534_Audio/240923-144534_6013-2.wav,240923-144534_Audio,21,Placa_12mm,E6013,AC,Placa_12mm,E6013,AC,Placa_12mm,E6013,AC
audio/Placa_12mm/E6013/AC/240923-144534_Audio/240923-144534_6013-2.wav,240923-144534_Audio,22,Placa_12mm,E6013,AC,Placa_12mm,E6013,AC,Placa_12mm,E6013,AC
audio/Placa_12mm/E6013/AC/240923-144534_Audio/240923-144534_6013-2.wav,240923-144534_Audio,23,Placa_12mm,E6013,AC,Placa_12mm,E6013,AC,Placa_6mm,E6011,AC
audio/Placa_12mm/E6013/AC/240923-144534_Audio/240923-144534_6013-2.wav,240923-144534_Audio,24,Placa_12mm,E6013,AC,Placa_12mm,E6013,AC,Placa_12mm,E6013,AC
audio/Placa_12mm/E6013/AC/240923-144534_Audio/240923-144534_6013-2.wav,240923-144534_Audio,25,Placa_12mm,E6013,AC,Placa_12mm,E6013,AC,Placa_12mm,E6013,AC
audio/Placa_12mm/E6013/AC/240923-144534_Audio/240923-144534_6013-2.wav,240923-144534_Audio,26,Placa_12mm,E6013,AC,Placa_12mm,E6013,AC,Placa_12mm,E6013,AC
audio/Placa_12mm/E6013/AC/240923-144534_Audio/240923-144534_6013-2.wav,240923-144534_Audio,27,Placa_12mm,E6013,AC,Placa_12mm,E6013,AC,Placa_12mm,E6013,AC
audio/Placa_12mm/E6013/AC/240923-144534_Audio/240923-144534_6013-2.wav,240923-144534_Audio,28,Placa_12mm,E6013,AC,Placa_12mm,E6013,AC,Placa_12mm,E6013,AC
audio/Placa_12mm/E6013/AC/240923-144534_Audio/240923-144534_6013-2.wav,240923-144534_Audio,29,Placa_12mm,E6013,AC,Placa_12mm,E6013,AC,Placa_12mm,E6013,AC
audio/Placa_12mm/E6013/AC/240923-144534_Audio/240923-144534_6013-2.wav,240923-144534_Audio,30,Placa_12mm,E6013,AC,Placa_12mm,E6013,AC,Placa_12mm,E6013,AC
audio/Placa_12mm/E6013/AC/240923-144534_Audio/240923-144534_6013-2.wav,240923-144534_Audio,31,Placa_12mm,E6013,AC,Placa_12mm,E6013,AC,Placa_12mm,E6013,AC
audio/Placa_12mm/E6013/AC/240923-144534_Audio/240923-144534_6013-2.wav,240923-144534_Audio,32,Placa_12mm,E6013,AC,Placa_12mm,E6013,AC,Placa_12mm,E6013,AC
audio/Placa_12mm/E6013/AC/240923-144534_Audio/240923-144534_6013-2.wav,240923-144534_Audio,33,Placa_12mm,E6013,AC,Placa_12mm,E6013,AC,Placa_12mm,E6013,AC
audio/Placa_12mm/E6013/AC/240923-144534_Audio/240923-144534_6013-2.wav,240923-144534_Audio,34,Placa_12mm,E6013,AC,Placa_12mm,E6013,AC,Placa_6mm,E6013,AC
audio/Placa_12mm/E6013/AC/240923-144534_Audio/240923-144534_6013-2.wav,240923-144534_Audio,35,Placa_12mm,E6013,AC,Placa_12mm,E6013,AC,Placa_12mm,E6013,AC
audio/Placa_12mm/E6013/AC/240923-144534_Audio/240923-144534_6013-2.wav,240923-144534_Audio,36,Placa_12mm,E6013,AC,Placa_12mm,E6013,AC,Placa_6mm,E6013,AC
audio/Placa_12mm/E6013/AC/240923-144534_Audio/240923-144534_6013-2.wav,240923-144534_Audio,37,Placa_12mm,E6013,AC,Placa_12mm,E6013,AC,Placa_12mm,E6013,AC
audio/Placa_12mm/E6013/AC/240923-144534_Audio/240923-144534_6013-2.wav,240923-144534_Audio,38,Placa_12mm,E6013,AC,Placa_12mm,E6013,AC,Placa_12mm,E6013,AC
audio/Placa_12mm/E6013/DC/240912-153659_Audio/240912-153659_6013-2.wav,240912-153659_Audio,0,Placa_12mm,E6013,DC,Placa_12mm,E6013,DC,Placa_12mm,E6013,DC
audio/Placa_12mm/E6013/DC/240912-153659_Audio/240912-153659_6013-2.wav,240912-153659_Audio,1,Placa_12mm,E6013,DC,Placa_12mm,E6013,DC,Placa_6mm,E6013,DC
audio/Placa_12mm/E6013/DC/240912-153659_Audio/240912-153659_6013-2.wav,240912-153659_Audio,2,Placa_12mm,E6013,DC,Placa_12mm,E6013,DC,Placa_12mm,E6013,DC
audio/Placa_12mm/E6013/DC/240912-153659_Audio/240912-153659_6013-2.wav,240912-153659_Audio,3,Placa_12mm,E6013,DC,Placa_12mm,E6013,DC,Placa_12mm,E6013,DC
audio/Placa_12mm/E6013/DC/240912-153659_Audio/240912-153659_6013-2.wav,240912-153659_Audio,4,Placa_12mm,E6013,DC,Placa_12mm,E6013,DC,Placa_12mm,E6013,DC
audio/Placa_12mm/E6013/DC/240912-153659_Audio/240912-153659_6013-2.wav,240912-153659_Audio,5,Placa_12mm,E6013,DC,Placa_12mm,E6013,DC,Placa_12mm,E6013,DC
audio/Placa_12mm/E6013/DC/240912-153659_Audio/240912-153659_6013-2.wav,240912-153659_Audio,6,Placa_12mm,E6013,DC,Placa_12mm,E6013,DC,Placa_12mm,E6013,DC
audio/Placa_12mm/E6013/DC/240912-153659_Audio/240912-153659_6013-2.wav,240912-153659_Audio,7,Placa_12mm,E6013,DC,Placa_12mm,E6013,DC,Placa_12mm,E6013,DC
audio/Placa_12mm/E6013/DC/240912-153659_Audio/240912-153659_6013-2.wav,240912-153659_Audio,8,Placa_12mm,E6013,DC,Placa_12mm,E6013,DC,Placa_12mm,E6013,DC
audio/Placa_12mm/E6013/DC/240912-153659_Audio/240912-153659_6013-2.wav,240912-153659_Audio,9,Placa_12mm,E6013,DC,Placa_12mm,E6013,DC,Placa_12mm,E6013,DC
audio/Placa_12mm/E6013/DC/240912-153659_Audio/240912-153659_6013-2.wav,240912-153659_Audio,10,Placa_12mm,E6013,DC,Placa_12mm,E6013,DC,Placa_12mm,E6013,DC
audio/Placa_12mm/E6013/DC/240912-153659_Audio/240912-153659_6013-2.wav,240912-153659_Audio,11,Placa_12mm,E6013,DC,Placa_12mm,E6013,DC,Placa_12mm,E6013,DC
audio/Placa_12mm/E6013/DC/240912-153659_Audio/240912-153659_6013-2.wav,240912-153659_Audio,12,Placa_12mm,E6013,DC,Placa_12mm,E6013,DC,Placa_12mm,E6013,DC
audio/Placa_12mm/E6013/DC/240912-153659_Audio/240912-153659_6013-2.wav,240912-153659_Audio,13,Placa_12mm,E6013,DC,Placa_12mm,E6013,DC,Placa_12mm,E6013,DC
audio/Placa_12mm/E6013/DC/240912-154537_Audio/240912-154537_6013-2.wav,240912-154537_Audio,0,Placa_12mm,E6013,DC,Placa_12mm,E6013,DC,Placa_12mm,E6013,DC
audio/Placa_12mm/E6013/DC/240912-154537_Audio/240912-154537_6013-2.wav,240912-154537_Audio,1,Placa_12mm,E6013,DC,Placa_12mm,E6013,DC,Placa_12mm,E6013,DC
audio/Placa_12mm/E6013/DC/240912-154537_Audio/240912-154537_6013-2.wav,240912-154537_Audio,2,Placa_12mm,E6013,DC,Placa_12mm,E6013,DC,Placa_12mm,E6013,DC
audio/Placa_12mm/E6013/DC/240912-154537_Audio/240912-154537_6013-2.wav,240912-154537_Audio,3,Placa_12mm,E6013,DC,Placa_12mm,E6013,DC,Placa_12mm,E6013,DC
audio/Placa_12mm/E6013/DC/240912-154537_Audio/240912-154537_6013-2.wav,240912-154537_Audio,4,Placa_12mm,E6013,DC,Placa_12mm,E6013,DC,Placa_12mm,E6013,DC
audio/Placa_12mm/E6013/DC/240912-154537_Audio/240912-154537_6013-2.wav,240912-154537_Audio,5,Placa_12mm,E6013,DC,Placa_12mm,E6013,DC,Placa_12mm,E6013,DC
audio/Placa_12mm/E6013/DC/240912-154537_Audio/240912-154537_6013-2.wav,240912-154537_Audio,6,Placa_12mm,E6013,DC,Placa_12mm,E6013,DC,Placa_12mm,E6013,DC
audio/Placa_12mm/E6013/DC/240912-154537_Audio/240912-154537_6013-2.wav,240912-154537_Audio,7,Placa_12mm,E6013,DC,Placa_12mm,E6013,DC,Placa_12mm,E6013,DC
audio/Placa_12mm/E6013/DC/240912-154537_Audio/240912-154537_6013-2.wav,240912-154537_Audio,8,Placa_12mm,E6013,DC,Placa_12mm,E6013,DC,Placa_12mm,E6013,DC
audio/Placa_12mm/E6013/DC/240912-154537_Audio/240912-154537_6013-2.wav,240912-154537_Audio,9,Placa_12mm,E6013,DC,Placa_12mm,E6013,DC,Placa_12mm,E6013,DC
audio/Placa_12mm/E6013/DC/240912-154537_Audio/240912-154537_6013-2.wav,240912-154537_Audio,10,Placa_12mm,E6013,DC,Placa_12mm,E6013,DC,Placa_12mm,E6013,DC
audio/Placa_12mm/E6013/DC/240912-154537_Audio/240912-154537_6013-2.wav,240912-154537_Audio,11,Placa_12mm,E6013,DC,Placa_12mm,E6013,DC,Placa_12mm,E6013,DC
audio/Placa_12mm/E6013/DC/240912-154537_Audio/240912-154537_6013-2.wav,240912-154537_Audio,12,Placa_12mm,E6013,DC,Placa_12mm,E6013,DC,Placa_12mm,E6013,DC
audio/Placa_12mm/E6013/DC/240912-154537_Audio/240912-154537_6013-2.wav,240912-154537_Audio,13,Placa_12mm,E6013,DC,Placa_12mm,E6013,DC,Placa_12mm,E6013,DC
audio/Placa_12mm/E7018/DC/240926-141210_Audio/240926-141210_6013-2.wav,240926-141210_Audio,0,Placa_12mm,E7018,DC,Placa_12mm,E7018,DC,Placa_6mm,E7018,DC
audio/Placa_12mm/E7018/DC/240926-141210_Audio/240926-141210_6013-2.wav,240926-141210_Audio,1,Placa_12mm,E7018,DC,Placa_12mm,E7018,DC,Placa_12mm,E7018,DC
audio/Placa_12mm/E7018/DC/240926-141210_Audio/240926-141210_6013-2.wav,240926-141210_Audio,2,Placa_12mm,E7018,DC,Placa_12mm,E7018,DC,Placa_12mm,E7018,DC
audio/Placa_12mm/E7018/DC/240926-141210_Audio/240926-141210_6013-2.wav,240926-141210_Audio,3,Placa_12mm,E7018,DC,Placa_12mm,E7018,DC,Placa_12mm,E7018,DC
audio/Placa_12mm/E7018/DC/240926-141210_Audio/240926-141210_6013-2.wav,240926-141210_Audio,4,Placa_12mm,E7018,DC,Placa_12mm,E7018,DC,Placa_12mm,E7018,DC
audio/Placa_12mm/E7018/DC/240926-141210_Audio/240926-141210_6013-2.wav,240926-141210_Audio,5,Placa_12mm,E7018,DC,Placa_12mm,E7018,DC,Placa_12mm,E7018,DC
audio/Placa_12mm/E7018/DC/240926-141210_Audio/240926-141210_6013-2.wav,240926-141210_Audio,6,Placa_12mm,E7018,DC,Placa_12mm,E7018,DC,Placa_12mm,E7018,DC
audio/Placa_12mm/E7018/DC/240926-141210_Audio/240926-141210_6013-2.wav,240926-141210_Audio,7,Placa_12mm,E7018,DC,Placa_12mm,E7018,DC,Placa_12mm,E7018,DC
audio/Placa_12mm/E7018/DC/240926-141210_Audio/240926-141210_6013-2.wav,240926-141210_Audio,8,Placa_12mm,E7018,DC,Placa_12mm,E7018,DC,Placa_12mm,E7018,DC
audio/Placa_12mm/E7018/DC/240926-141210_Audio/240926-141210_6013-2.wav,240926-141210_Audio,9,Placa_12mm,E7018,DC,Placa_12mm,E7018,DC,Placa_12mm,E7018,DC
audio/Placa_12mm/E7018/DC/240926-141210_Audio/240926-141210_6013-2.wav,240926-141210_Audio,10,Placa_12mm,E7018,DC,Placa_12mm,E7018,DC,Placa_12mm,E7018,DC
audio/Placa_12mm/E7018/DC/240926-141210_Audio/240926-141210_6013-2.wav,240926-141210_Audio,11,Placa_12mm,E7018,DC,Placa_12mm,E7018,DC,Placa_12mm,E7018,DC
audio/Placa_12mm/E7018/DC/240926-141210_Audio/240926-141210_6013-2.wav,240926-141210_Audio,12,Placa_12mm,E7018,DC,Placa_12mm,E7018,DC,Placa_3mm,E7018,DC
audio/Placa_12mm/E7018/DC/240926-141210_Audio/240926-141210_6013-2.wav,240926-141210_Audio,13,Placa_12mm,E7018,DC,Placa_12mm,E7018,DC,Placa_3mm,E7018,DC
audio/Placa_12mm/E7018/DC/240926-141210_Audio/240926-141210_6013-2.wav,240926-141210_Audio,14,Placa_12mm,E7018,DC,Placa_12mm,E7018,DC,Placa_12mm,E7018,DC
audio/Placa_12mm/E7018/DC/240926-141210_Audio/240926-141210_6013-2.wav,240926-141210_Audio,15,Placa_12mm,E7018,DC,Placa_12mm,E7018,DC,Placa_12mm,E7018,DC
audio/Placa_12mm/E7018/DC/240926-141210_Audio/240926-141210_6013-2.wav,240926-141210_Audio,16,Placa_12mm,E7018,DC,Placa_12mm,E7018,DC,Placa_12mm,E7018,DC
audio/Placa_12mm/E7018/DC/240926-141210_Audio/240926-141210_6013-2.wav,240926-141210_Audio,17,Placa_12mm,E7018,DC,Placa_12mm,E7018,DC,Placa_12mm,E7018,DC
audio/Placa_12mm/E7018/DC/240926-141210_Audio/240926-141210_6013-2.wav,240926-141210_Audio,18,Placa_12mm,E7018,DC,Placa_12mm,E7018,DC,Placa_6mm,E7018,DC
audio/Placa_12mm/E7018/DC/240926-141210_Audio/240926-141210_6013-2.wav,240926-141210_Audio,19,Placa_12mm,E7018,DC,Placa_12mm,E7018,DC,Placa_12mm,E7018,DC
audio/Placa_12mm/E7018/DC/240926-141210_Audio/240926-141210_6013-2.wav,240926-141210_Audio,20,Placa_12mm,E7018,DC,Placa_12mm,E7018,DC,Placa_6mm,E7018,DC
audio/Placa_12mm/E7018/DC/240926-141750_Audio/240926-141750_6013-2.wav,240926-141750_Audio,0,Placa_12mm,E7018,DC,Placa_12mm,E7018,DC,Placa_6mm,E6011,DC
audio/Placa_12mm/E7018/DC/240926-141750_Audio/240926-141750_6013-2.wav,240926-141750_Audio,1,Placa_12mm,E7018,DC,Placa_12mm,E7018,DC,Placa_12mm,E6010,DC
audio/Placa_12mm/E7018/DC/240926-141750_Audio/240926-141750_6013-2.wav,240926-141750_Audio,2,Placa_12mm,E7018,DC,Placa_12mm,E7018,DC,Placa_12mm,E6010,DC
audio/Placa_12mm/E7018/DC/240926-141750_Audio/240926-141750_6013-2.wav,240926-141750_Audio,3,Placa_12mm,E7018,DC,Placa_12mm,E7018,DC,Placa_12mm,E7018,DC
audio/Placa_12mm/E7018/DC/240926-141750_Audio/240926-141750_6013-2.wav,240926-141750_Audio,4,Placa_12mm,E7018,DC,Placa_12mm,E7018,DC,Placa_12mm,E7018,DC
audio/Placa_12mm/E7018/DC/240926-141750_Audio/240926-141750_6013-2.wav,240926-141750_Audio,5,Placa_12mm,E7018,DC,Placa_12mm,E7018,DC,Placa_12mm,E7018,DC
audio/Placa_12mm/E7018/DC/240926-141750_Audio/240926-141750_6013-2.wav,240926-141750_Audio,6,Placa_12mm,E7018,DC,Placa_12mm,E7018,DC,Placa_12mm,E7018,DC
audio/Placa_12mm/E7018/DC/240926-141750_Audio/240926-141750_6013-2.wav,240926-141750_Audio,7,Placa_12mm,E7018,DC,Placa_12mm,E7018,DC,Placa_12mm,E7018,DC
audio/Placa_12mm/E7018/DC/240926-141750_Audio/240926-141750_6013-2.wav,240926-141750_Audio,8,Placa_12mm,E7018,DC,Placa_12mm,E7018,DC,Placa_12mm,E7018,DC
audio/Placa_12mm/E7018/DC/240926-141750_Audio/240926-141750_6013-2.wav,240926-141750_Audio,9,Placa_12mm,E7018,DC,Placa_12mm,E7018,DC,Placa_12mm,E7018,DC
audio/Placa_12mm/E7018/DC/240926-141750_Audio/240926-141750_6013-2.wav,240926-141750_Audio,10,Placa_12mm,E7018,DC,Placa_12mm,E7018,DC,Placa_12mm,E7018,DC
audio/Placa_12mm/E7018/DC/240926-141750_Audio/240926-141750_6013-2.wav,240926-141750_Audio,11,Placa_12mm,E7018,DC,Placa_12mm,E7018,DC,Placa_12mm,E7018,DC
audio/Placa_12mm/E7018/DC/240926-141750_Audio/240926-141750_6013-2.wav,240926-141750_Audio,12,Placa_12mm,E7018,DC,Placa_12mm,E7018,DC,Placa_12mm,E7018,DC
audio/Placa_12mm/E7018/DC/240926-141750_Audio/240926-141750_6013-2.wav,240926-141750_Audio,13,Placa_12mm,E7018,DC,Placa_12mm,E7018,DC,Placa_12mm,E7018,DC
audio/Placa_12mm/E7018/DC/240926-141750_Audio/240926-141750_6013-2.wav,240926-141750_Audio,14,Placa_12mm,E7018,DC,Placa_12mm,E7018,DC,Placa_12mm,E7018,DC
audio/Placa_12mm/E7018/DC/240926-141750_Audio/240926-141750_6013-2.wav,240926-141750_Audio,15,Placa_12mm,E7018,DC,Placa_12mm,E7018,DC,Placa_12mm,E7018,DC
audio/Placa_12mm/E7018/DC/240926-141750_Audio/240926-141750_6013-2.wav,240926-141750_Audio,16,Placa_12mm,E7018,DC,Placa_12mm,E7018,DC,Placa_12mm,E7018,DC
audio/Placa_12mm/E7018/DC/240926-141750_Audio/240926-141750_6013-2.wav,240926-141750_Audio,17,Placa_12mm,E7018,DC,Placa_12mm,E7018,DC,Placa_12mm,E7018,DC
audio/Placa_12mm/E7018/DC/240926-141750_Audio/240926-141750_6013-2.wav,240926-141750_Audio,18,Placa_12mm,E7018,DC,Placa_12mm,E7018,DC,Placa_12mm,E7018,DC
audio/Placa_3mm/E6010/DC/240802-105934_Audio/240802-105934_6013-2.wav,240802-105934_Audio,0,Placa_3mm,E6010,DC,Placa_3mm,E6010,DC,Placa_3mm,E6013,AC
audio/Placa_3mm/E6010/DC/240802-111400_Audio/240802-111400_6013-2.wav,240802-111400_Audio,0,Placa_3mm,E6010,DC,Placa_3mm,E6010,DC,Placa_6mm,E7018,DC
audio/Placa_3mm/E6010/DC/240802-111400_Audio/240802-111400_6013-2.wav,240802-111400_Audio,1,Placa_3mm,E6010,DC,Placa_3mm,E6010,DC,Placa_6mm,E7018,DC
audio/Placa_3mm/E6010/DC/240802-111400_Audio/240802-111400_6013-2.wav,240802-111400_Audio,2,Placa_3mm,E6010,DC,Placa_3mm,E6010,DC,Placa_3mm,E6013,DC
audio/Placa_3mm/E6010/DC/240802-111400_Audio/240802-111400_6013-2.wav,240802-111400_Audio,3,Placa_3mm,E6010,DC,Placa_3mm,E6010,DC,Placa_12mm,E6010,DC
